Yosemite Sam,DS,Building a REST API for losing control
Peter Griffin,DS,Creating an app for making silly decisions
Barbie,DS,Building a service to help promoting hair products
Truman Capote,CS,Building a service to help coining sparkling witticisms
John Merrick,CS,Building a service to help hiding from the public
Ayn Rand,CSDS,Building a REST API for promoting Objectivism
Yosemite Sam,DS,Creating an app for losing control
Sid Vicious,CS,Building a service to help singing punk rock songs
Chuck Norris,CSDS,Building a service to help starring in action movies
Truman Capote,CS,Creating an app for writing modern fiction
Richard Wagner,CS,Building a service to help making antisemitic remarks
Angelina Jolie,CS,Creating a web interface for adopting children
Judge Joe Dredd,DS,Building a service to help solving crimes
John Merrick,CS,Building a service to help eluding the public gaze
Thomas Jefferson,CS,Building a REST API for campaigning for democracy
Peter Griffin,DS,Creating a web interface for making silly decisions
Michael O'Leary,CSDS,Building a service to help running a budget airline
Michael O'Leary,CS,Creating a web interface for running a budget airline
Jenna Jameson,CS,Creating an app for starring in pornographic movies
Angelina Jolie,CS,Building a service to help adopting children
Angelina Jolie,CS,Building a REST API for adopting children
Judge Joe Dredd,DS,Building a service to help tracking down criminals
Offred,CS,Creating a web interface for performing household chores
Sam Spade,DS,Building a REST API for solving crimes
Savonarola,CS,Building a REST API for ranting about liberals
Jenna Jameson,CS,Building a service to help starring in pornographic movies
Tony Robbins,CS,Creating an app for selling self-help books
Savonarola,CS,Creating a web interface for promoting conservative values
Michael O'Leary,CS,Creating an app for selling cheap airline seats
Bear Grylls,CSDS,Creating an app for eating bugs
Jenna Jameson,CS,Building a REST API for starring in pornographic movies
Frida Kahlo,CS,Creating an app for painting colorful pictures
Jenna Jameson,CS,Creating a web interface for starring in pornographic movies
Offred,CS,Creating an app for performing household chores
Lando Calrissian,DS,Building a service to help running a criminal enterprise
Hellboy,DS,Creating an app for smoking cigars
Mike Tyson,CS,Creating a web interface for winning heavyweight titles
Judge Joe Dredd,DS,Creating a web interface for punishing criminals
Tiny Tim Cratchit,DS,Creating a web interface for offering blessings
Sid Vicious,CSDS,Building a service to help scandalizing polite society
Savonarola,CSDS,Building a service to help promoting conservative values
Peter Griffin,DS,Building a REST API for making silly decisions
Hulk Hogan,CS,Creating a web interface for pretending to fight
Johannes Gutenberg,CS,Creating a web interface for pioneering new technologies
Bear Grylls,CSDS,Building a REST API for sucking roots
Sid Vicious,CS,Creating a web interface for scandalizing polite society
Lando Calrissian,DS,Building a service to help fighting for the rebel alliance
Offred,CS,Building a REST API for performing household chores
Sid Vicious,CS,Creating an app for singing punk rock songs
Lindsay Lohan,CSDS,Building a REST API for starring in Hollywood movies 
Frida Kahlo,CS,Building a REST API for painting self-portraits
Frida Kahlo,CSDS,Building a service to help painting self-portraits
Barbie,DS,Building a REST API for promoting hair products
Richard Wagner,CS,Creating a web interface for composing classical music
Johannes Gutenberg,CS,Building a REST API for pioneering new technologies
Johannes Gutenberg,CS,Creating an app for pioneering new technologies
Sid Vicious,CS,Creating an app for scandalizing polite society
Judge Joe Dredd,DS,Building a REST API for preventing crime
Sam Spade,DS,Building a service to help solving mysteries
Joseph Goebbels,CSDS,Creating a web interface for running a propaganda machine
Truman Capote,CS,Creating a web interface for writing short stories
Santa Claus,DS,Building a service to help delivering presents
Savonarola,CS,Creating an app for ranting about liberals
Joseph Goebbels,CS,Building a REST API for promoting totalitarianism
Michael O'Leary,CSDS,Building a service to help promoting air travel
Tiny Tim Cratchit,DS,Building a REST API for saying grace
Lindsay Lohan,CS,Building a service to help  driving under the influence
Lindsay Lohan,CS,Building a REST API for  driving under the influence
Joseph Goebbels,CS,Creating an app for running a propaganda machine
Bear Grylls,CSDS,Creating a web interface for sucking roots
Mike Tyson,CSDS,Building a REST API for winning heavyweight titles
Mike Tyson,CSDS,Creating a web interface for knocking out opponents
Hellboy,DS,Building a REST API for smoking cigars
Tony Robbins,CSDS,Creating a web interface for selling self-help books
Tony Robbins,CS,Building a service to help selling self-help books
Yosemite Sam,DS,Building a service to help losing control
Lindsay Lohan,CS,Building a service to help starring in Hollywood movies 
Lindsay Lohan,CS,Creating a web interface for  driving under the influence
Sid Vicious,CS,Building a REST API for scandalizing polite society
Judge Joe Dredd,DS,Building a service to help preventing crime
Chuck Norris,CS,Creating an app for starring in action movies
Ayn Rand,CSDS,Creating a web interface for promoting Objectivism
Richard Wagner,CS,Building a REST API for making antisemitic remarks
Thomas Jefferson,CSDS,Building a REST API for wielding political power
Barbie,DS,Creating an app for promoting hair products
Tiny Tim Cratchit,DS,Building a service to help offering blessings
Judge Joe Dredd,DS,Creating an app for preventing crime
Lando Calrissian,DS,Creating an app for running a criminal enterprise
Sid Vicious,CS,Building a REST API for singing punk rock songs
Mike Tyson,CSDS,Creating a web interface for winning boxing matches
