Rico Tubbs,DS,Building a REST API for tracking down criminals
Justin Timberlake,CS,Building a service to help entertaining teenagers
Saga Norén,DS,Creating a web interface for solving crimes
David Letterman,CSDS,Building a service to help hosting a late night chat show
Justin Timberlake,CS,Creating an app for entertaining teenagers
Saga Norén,DS,Building a REST API for solving mysteries
Justin Timberlake,CSDS,Building a REST API for singing to teenagers
David Letterman,CS,Building a REST API for hosting a late night chat show
Justin Timberlake,CS,Creating an app for singing to teenagers
David Letterman,CS,Creating a web interface for hosting a late night chat show
David Letterman,CS,Creating an app for hosting a late night chat show
Justin Timberlake,CSDS,Building a service to help singing to teenagers
Saga Norén,DS,Building a service to help solving crimes
Saga Norén,DS,Building a REST API for interpreting evidence
Justin Timberlake,CSDS,Building a REST API for entertaining teenagers
