86960161,Michel,Owen,DS,"Building a REST API for sucking roots,Building a REST API for making silly decisions,Building a service to help fighting for the rebel alliance,Building a service to help painting self-portraits,Building a service to help promoting conservative values,Building a service to help scandalizing polite society,Building a REST API for making silly decisions,Building a REST API for sucking roots,Building a service to help fighting for the rebel alliance,Building a service to help running a criminal enterprise"
83599340,Nigel,Mooney,DS,"Building a service to help promoting conservative values,Building a REST API for starring in Hollywood movies ,Building a REST API for making silly decisions,Building a REST API for starring in Hollywood movies ,Building a service to help fighting for the rebel alliance,Creating a web interface for offering blessings,Building a service to help fighting for the rebel alliance,Creating a web interface for offering blessings,Building a REST API for making silly decisions,Building a REST API for sucking roots"
40734351,Davis,Kemp,DS,"Creating an app for smoking cigars,Building a service to help scandalizing polite society,Creating a web interface for offering blessings,Building a service to help fighting for the rebel alliance,Creating a web interface for punishing criminals,Building a REST API for making silly decisions,Building a REST API for sucking roots,Creating an app for smoking cigars,Building a REST API for sucking roots,Building a REST API for starring in Hollywood movies "
48722771,Micheal,Freeman,CS,"Creating a web interface for pioneering new technologies,Building a service to help painting self-portraits,Creating an app for singing punk rock songs,Creating a web interface for scandalizing polite society,Creating a web interface for pioneering new technologies,Building a REST API for painting self-portraits,Creating a web interface for scandalizing polite society,Creating a web interface for scandalizing polite society,Building a REST API for sucking roots,Building a REST API for starring in Hollywood movies "
46169640,Roxanne,Drake,DS,"Building a REST API for promoting hair products,Building a service to help painting self-portraits,Building a service to help scandalizing polite society,Building a service to help painting self-portraits,Building a service to help fighting for the rebel alliance,Building a service to help fighting for the rebel alliance,Creating a web interface for offering blessings,Building a REST API for starring in Hollywood movies ,Building a service to help scandalizing polite society,Building a REST API for making silly decisions"
66110661,Jon,Henry,DS,"Building a REST API for sucking roots,Building a REST API for starring in Hollywood movies ,Building a REST API for making silly decisions,Building a service to help scandalizing polite society,Building a REST API for starring in Hollywood movies ,Building a service to help promoting conservative values,Creating an app for smoking cigars,Creating a web interface for offering blessings,Building a service to help scandalizing polite society,Building a service to help promoting conservative values"
65867587,Franklin,Mccormick,DS,"Building a REST API for sucking roots,Building a service to help scandalizing polite society,Building a service to help fighting for the rebel alliance,Building a REST API for sucking roots,Building a REST API for making silly decisions,Building a REST API for sucking roots,Building a service to help fighting for the rebel alliance,Building a service to help scandalizing polite society,Building a service to help fighting for the rebel alliance,Building a REST API for preventing crime"
24518369,Walton,Stout,CS,"Building a REST API for performing household chores,Creating an app for singing punk rock songs,Creating a web interface for scandalizing polite society,Building a service to help scandalizing polite society,Creating an app for singing punk rock songs,Creating a web interface for winning heavyweight titles,Creating an app for pioneering new technologies,Creating a web interface for scandalizing polite society,Building a REST API for performing household chores,Building a REST API for sucking roots"
53439462,Ivy,Becker,CS,"Creating a web interface for pretending to fight,Building a REST API for performing household chores,Creating a web interface for winning heavyweight titles,Creating a web interface for pretending to fight,Building a REST API for pioneering new technologies,Creating a web interface for scandalizing polite society,Creating a web interface for composing classical music,Creating a web interface for pretending to fight,Creating a web interface for pioneering new technologies,Building a service to help painting self-portraits"
51314947,Cleo,Robles,CS,"Building a REST API for sucking roots,Building a REST API for pioneering new technologies,Building a service to help scandalizing polite society,Creating a web interface for pioneering new technologies,Building a REST API for starring in Hollywood movies ,Building a service to help painting self-portraits,Building a REST API for sucking roots,Creating a web interface for composing classical music,Building a service to help scandalizing polite society,Building a REST API for starring in Hollywood movies "
54619072,Clara,Murillo,CS,"Building a service to help painting self-portraits,Building a service to help scandalizing polite society,Creating an app for painting colorful pictures,Creating a web interface for pretending to fight,Building a REST API for starring in Hollywood movies ,Creating a web interface for pioneering new technologies,Building a REST API for sucking roots,Building a REST API for performing household chores,Creating a web interface for pretending to fight,Creating a web interface for scandalizing polite society"
86234924,Laurel,Owens,DS,"Building a service to help promoting conservative values,Building a service to help promoting conservative values,Creating a web interface for offering blessings,Building a service to help scandalizing polite society,Building a service to help fighting for the rebel alliance,Building a REST API for making silly decisions,Creating an app for smoking cigars,Building a service to help fighting for the rebel alliance,Building a REST API for starring in Hollywood movies ,Building a REST API for sucking roots"
25838287,Jan,Jennings,CS,"Creating a web interface for pretending to fight,Creating a web interface for pioneering new technologies,Building a REST API for starring in Hollywood movies ,Creating an app for performing household chores,Creating a web interface for scandalizing polite society,Creating a web interface for scandalizing polite society,Building a REST API for sucking roots,Building a REST API for painting self-portraits,Building a REST API for starring in Hollywood movies ,Building a REST API for performing household chores"
47325862,Hyman,Lewis,CS,"Building a service to help scandalizing polite society,Creating a web interface for scandalizing polite society,Building a REST API for painting self-portraits,Building a service to help painting self-portraits,Building a REST API for sucking roots,Creating a web interface for pioneering new technologies,Building a service to help painting self-portraits,Creating an app for singing punk rock songs,Creating a web interface for composing classical music,Building a REST API for sucking roots"
63548641,Emmanuel,Maldonado,DS,"Building a REST API for sucking roots,Building a REST API for making silly decisions,Building a REST API for starring in Hollywood movies ,Building a REST API for sucking roots,Building a service to help painting self-portraits,Building a service to help promoting conservative values,Creating an app for smoking cigars,Building a service to help fighting for the rebel alliance,Creating an app for smoking cigars,Creating a web interface for punishing criminals"
14325383,Kristie,Glass,CS,"Building a REST API for sucking roots,Creating a web interface for pioneering new technologies,Creating a web interface for pretending to fight,Creating an app for singing punk rock songs,Building a REST API for sucking roots,Creating a web interface for pioneering new technologies,Building a REST API for sucking roots,Creating a web interface for running a propaganda machine,Building a service to help scandalizing polite society,Building a REST API for sucking roots"
