26691981,Michel,Owen,0.3,CS,"Creating a web interface for hiding from extremists,Creating an app for surviving fatwas,Building a REST API for living amongst apes,Creating an app for designing clothes,Creating an app for designing clothes,Building a service to help promoting boxing fights,Creating an app for designing clothes,Creating a web interface for promoting feminism,Building a REST API for hiding from extremists,Creating a web interface for taking anabolic steroids"
19789482,Nigel,Mooney,1.2,CS,"Building a REST API for running a criminal enterprise,Creating an app for directing action movies,Building a REST API for investing money,Creating an app for writing science fiction,Creating a web interface for running a media empire,Creating a web interface for warning about totalitarianism,Creating a web interface for investing money,Building a service to help spreading revolution,Building a REST API for running an empire,Creating an app for promoting boxing fights"
53090471,Davis,Kemp,2.6,DS,"Creating an app for starring in action movies,Creating an app for making home-made clothes,Creating an app for scandalizing polite society,Creating an app for manipulating political pawns,Building a REST API for giving investment advice,Building a service to help killing demons,Creating a web interface for promoting boxing fights,Building a REST API for singing to teenagers,Building a service to help grabbing power,Building a service to help playing baseball"
56499737,Micheal,Freeman,2.4,DS,"Creating a web interface for surviving a shipwreck,Building a service to help convicting criminals,Building a REST API for studying science,Building a REST API for playing the violin,Building a REST API for maintaining a secret identity,Building a REST API for representing the disenfranchised,Creating an app for spreading Christianity,Creating a web interface for preaching tolerance,Creating an app for fighting for democracy,Creating an app for performing magic tricks"
20138637,Roxanne,Drake,1.2,CS,"Building a REST API for drawing whimsical cartoons,Creating a web interface for selling out,Creating a web interface for singing to teenagers,Creating an app for winning heavyweight titles,Creating a web interface for warning about totalitarianism,Building a REST API for writing modern fiction,Creating a web interface for posing for photographs,Creating an app for starring in action movies,Creating a web interface for singing pop songs,Creating an app for painting colorful pictures"
81879264,Jon,Henry,4.1,CS,"Creating an app for promoting communism,Creating a web interface for painting surreal pictures,Building a REST API for pioneering new technologies,Creating an app for writing modern fiction,Creating a web interface for surviving fatwas,Creating a web interface for writing modern fiction,Building a REST API for ranting about liberals,Creating an app for scandalizing polite society,Creating a web interface for painting surreal pictures,Building a REST API for studying the cosmos"
46330992,Franklin,Mccormick,4.2,DS,"Building a service to help running an empire,Building a REST API for leaking classified documents,Building a service to help wielding political power,Building a REST API for selling self-help books,Creating a web interface for selling modern art,Building a service to help running an empire,Building a REST API for terrorizing sleepers,Building a service to help reporting for The Daily Planet,Building a REST API for living amongst apes,Building a service to help maintaining a secret identity"
83122425,Walton,Stout,2.1,CS,"Building a REST API for collecting treasures,Building a service to help coining epigrams,Building a service to help following the money,Building a REST API for leaking state secrets,Building a service to help leaking state secrets,Creating an app for leading an exodus,Building a service to help posing for photographs,Building a REST API for promoting socialism,Creating a web interface for studying the cosmos,Creating a web interface for running a media empire"
70920113,Ivy,Becker,3.2,CS,"Building a REST API for crushing dissent,Creating an app for singing torch songs,Creating a web interface for selling out,Building a REST API for singing to teenagers,Creating a web interface for pioneering new technologies,Creating a web interface for leaking classified documents,Building a REST API for leaking information,Creating a web interface for selling self-help books,Creating a web interface for promoting feminism,Creating a web interface for singing pop songs"
11415291,Cleo,Robles,2.0,CS,"Building a REST API for crushing dissent,Building a REST API for stabbing in the back,Creating a web interface for promoting feminism,Building a service to help writing short stories,Building a service to help surviving large-scale floods,Building a service to help leading armies into battle,Building a REST API for studying the cosmos,Creating an app for winning heavyweight titles,Creating an app for starring in pornographic movies,Building a REST API for campaigning for the presidency"
20191490,Clara,Murillo,3.4,CS,"Creating an app for singing torch songs,Building a REST API for investing money,Creating a web interface for leaking classified documents,Creating a web interface for starring in comedies,Building a service to help following the money,Creating an app for singing pop songs,Building a REST API for running a criminal enterprise,Building a service to help singing to teenagers,Building a service to help winning battles,Building a REST API for coining sparkling witticisms"
66572911,Laurel,Owens,4.0,CS,"Building a REST API for peacocking in fancy clothes,Creating a web interface for developing new technologies,Creating an app for ranting about liberals,Building a service to help writing short stories,Building a REST API for promoting communism,Building a service to help coining epigrams,Building a REST API for investing money,Creating a web interface for starring in TV shows,Creating a web interface for selling self-help books,Creating an app for painting surreal pictures"
25220723,Jan,Jennings,2.7,CS,"Building a REST API for running an empire,Creating an app for promoting boxing fights,Creating an app for constructing an ironic public image,Creating an app for giving self-help lectures,Creating an app for pedalling furiously,Building a service to help following the money,Creating a web interface for selling kitsch,Creating an app for pedalling furiously,Creating an app for shouting in Hollywood movies,Creating an app for cross-dressing in women's clothes"
79534795,Hyman,Lewis,2.8,DS,"Building a REST API for tempting fate,Creating an app for starring in comedies,Building a service to help playing baseball,Building a service to help singing to teenagers,Creating a web interface for campaigning for democracy,Creating an app for giving self-help lectures,Building a REST API for gossiping with galpals,Creating an app for expressing violent urges,Creating a web interface for entertaining teenagers,Creating an app for eating donuts"
36090087,Emmanuel,Maldonado,3.4,CS,"Creating a web interface for selling kitsch,Building a service to help pioneering new technologies,Creating a web interface for selling kitsch,Creating a web interface for selling out,Creating an app for painting colorful pictures,Creating a web interface for promoting conservative values,Building a REST API for hiding from extremists,Creating a web interface for singing pop songs,Creating a web interface for developing new technologies,Creating an app for starring in pornographic movies"
57279464,Kristie,Glass,0.0,CS,"Building a REST API for stabbing in the back,Creating a web interface for posing for photographs,Creating a web interface for running a media empire,Creating an app for entertaining teenagers,Building a REST API for hiding from extremists,Building a service to help running a business empire,Building a REST API for crushing dissent,Creating a web interface for playing basketball,Creating an app for grilling interviewees,Building a service to help shouting in Hollywood movies"
59128607,Kermit,Valentine,2.6,DS,"Building a service to help grabbing power,Creating a web interface for writing short stories,Creating an app for scandalizing polite society,Creating an app for playing baseball,Building a REST API for spreading Christianity,Creating a web interface for starring in comedies,Creating an app for starring in action movies,Building a REST API for terrorizing sleepers,Creating an app for making strategic decisions,Building a service to help expressing violent urges"
76983719,Vanessa,Oconnell,3.2,DS,"Creating a web interface for running a media empire,Creating a web interface for moaning about men,Creating an app for scandalizing polite society,Creating a web interface for writing short stories,Creating a web interface for preaching tolerance,Creating an app for running an empire,Creating a web interface for ranting about conservatives,Creating a web interface for painting self-portraits,Creating an app for expressing violent urges,Building a REST API for being a good neighbor"
50131909,Nola,Dillon,4.2,CS,"Building a REST API for pioneering new technologies,Creating an app for painting colorful pictures,Creating a web interface for selling kitsch,Creating a web interface for promoting boxing fights,Building a REST API for running an empire,Building a REST API for coining sparkling witticisms,Building a service to help following the money,Creating an app for stabbing in the back,Creating a web interface for playing guitar,Creating a web interface for investing money"
56488018,Lavonne,Mccarthy,0.9,DS,"Building a REST API for studying magic tricks,Building a service to help reporting for The Daily Planet,Creating a web interface for posing for photographs,Creating an app for giving self-help lectures,Creating an app for surviving fatwas,Building a REST API for selling self-help books,Building a REST API for drawing whimsical cartoons,Creating a web interface for creating optical illusions,Building a REST API for terrorizing sleepers,Creating an app for expressing violent urges"
25138795,Terrell,Estrada,0.8,DS,"Building a REST API for writing science fiction,Creating an app for starring in comedies,Building a service to help playing baseball,Building a service to help convicting criminals,Building a service to help instigating rebellion,Creating a web interface for singing pop songs,Creating an app for crushing dissent,Building a REST API for studying magic tricks,Building a service to help killing demons,Creating an app for fighting for democracy"
70573026,Rosemary,Armstrong,4.1,DS,"Creating an app for starring in action movies,Creating a web interface for drinking demon blood,Creating a web interface for posing for photographs,Building a REST API for gossiping with galpals,Building a REST API for tossing coins,Building a REST API for spreading Christianity,Creating an app for preaching tolerance,Building a service to help shouting in Hollywood movies,Creating a web interface for running a media empire,Building a REST API for spreading Christianity"
46364659,Eva,Marshall,1.6,DS,"Building a REST API for giving investment advice,Creating a web interface for hiding from the public,Building a service to help ranting about conservatives,Building a REST API for spreading Christianity,Creating an app for hiding from the public,Creating a web interface for ranting about conservatives,Creating a web interface for complaining about life,Building a service to help maintaining a secret identity,Creating a web interface for preaching tolerance,Creating an app for scandalizing polite society"
64170351,Mari,Murphy,2.4,DS,"Creating a web interface for worrying about life,Creating an app for surviving fatwas,Building a REST API for carving magnificent statues,Building a service to help getting run over by cars,Creating an app for hiding from the public,Creating a web interface for starring in comedies,Creating a web interface for singing pop songs,Creating a web interface for running a media empire,Creating a web interface for studying science,Building a REST API for being a good neighbor"
32521867,Bobbie,Allen,2.4,DS,"Building a service to help playing baseball,Creating an app for starring in action movies,Creating an app for running an empire,Building a REST API for terrorizing sleepers,Building a service to help tossing coins,Creating an app for promoting liberal values,Building a REST API for milking coconuts,Building a service to help promoting the Dark Side,Creating an app for eating donuts,Creating a web interface for moaning about men"
78871932,Felipe,Compton,3.5,CS,"Building a service to help promoting boxing fights,Building a REST API for giving investment advice,Building a REST API for running an empire,Building a REST API for singing to teenagers,Building a service to help writing plays,Creating a web interface for running a media empire,Building a REST API for investing money,Creating a web interface for surviving fatwas,Creating a web interface for manipulating ingenues,Building a service to help designing clothes"
50388453,Noel,Rosario,0.9,CS,"Building a service to help making modern art,Creating an app for writing modern fiction,Creating a web interface for studying the cosmos,Building a REST API for developing military strategies,Creating an app for peacocking in fancy clothes,Building a service to help leaking state secrets,Creating a web interface for selling self-help books,Creating a web interface for singing to teenagers,Creating a web interface for starring in comedies,Building a service to help making modern art"
62470120,Esmeralda,Adams,0.0,CS,"Creating an app for winning heavyweight titles,Creating a web interface for singing pop songs,Building a service to help singing to teenagers,Building a service to help making kitsch,Creating a web interface for fighting for democracy,Creating an app for starring in comedies,Building a REST API for promoting socialism,Creating an app for starring in action movies,Creating a web interface for promoting humanism,Creating an app for running a bureaucracy"
13011192,Liza,Hunter,0.5,CS,"Creating a web interface for coining sparkling witticisms,Building a REST API for pioneering new technologies,Creating an app for promoting boxing fights,Creating an app for designing clothes,Creating a web interface for issuing threats,Creating a web interface for investing money,Creating a web interface for starring in TV shows,Building a service to help coining epigrams,Creating an app for making dunk shots,Building a service to help inventing electrical marvels"
22514017,Shelia,Leonard,3.8,CS,"Building a service to help shouting in Hollywood movies,Creating an app for constructing an ironic public image,Creating a web interface for surviving fatwas,Building a REST API for coining sparkling witticisms,Building a REST API for selling self-help books,Creating a web interface for giving investment advice,Building a service to help writing short stories,Building a REST API for promoting socialism,Building a service to help posing for photographs,Creating a web interface for issuing threats"
