64071857,Michel,Owen,DS,"Creating a web interface for cheating at golf ,Creating an app for trimming bushes,Creating a web interface for talking to mirrors,Creating a web interface for crushing dissent,Building a service to help surviving fatwas,Building a service to help running a bureaucracy,Building a service to help running a clandestine spy organization,Building a REST API for cross-dressing in women's clothes,Building a service to help going for a spacewalk,Building a service to help surviving fatwas"
29796939,Nigel,Mooney,CS,"Creating an app for entertaining teenagers,Creating a web interface for starring in romantic comedies,Building a service to help winning battles,Building a service to help plotting strategies,Building a REST API for barking orders at subordinates,Building a service to help writing poetry,Creating an app for running a media empire,Building a REST API for extracting Radium from pitchblend,Building a service to help cooking fancy food,Creating a web interface for competing in the Olympics"
16940572,Davis,Kemp,CS,"Building a REST API for giving investment advice,Building a REST API for competing in athletic events,Building a service to help planning orgies,Building a REST API for transcending physical limits,Building a service to help planning orgies,Building a REST API for escaping from handcuffs,Building a REST API for spreading philosophy,Building a service to help composing classical music,Creating an app for smoking herb,Creating an app for racing fast cars"
27449067,Micheal,Freeman,DS,"Building a service to help cracking the whip,Creating a web interface for chasing rabbits,Building a service to help cracking the whip,Creating an app for campaigning for environmental causes,Building a service to help studying science,Building a service to help collecting stamps,Creating an app for worrying about life,Creating an app for developing military strategies,Building a service to help falling gracefully,Building a REST API for looking after children"
52444617,Roxanne,Drake,DS,"Building a service to help starring in action movies,Creating an app for slashing victims,Creating an app for making topiary sculptures,Creating an app for chasing criminals,Creating an app for plotting election strategies,Building a REST API for ruling over subjects,Building a REST API for searching for the messiah,Creating a web interface for cursing at kitchen staff,Building a service to help plotting strategies,Building a service to help making movies"
12931736,Jon,Henry,CS,"Building a REST API for making billions,Creating an app for writing modern fiction,Building a REST API for transcending physical limits,Building a service to help competing in the Olympics,Building a REST API for singing pop songs,Creating a web interface for throwing sex parties,Building a service to help running a business empire,Building a service to help competing in the Olympics,Building a REST API for transcending physical limits,Building a service to help writing modern poetry"
71051719,Franklin,Mccormick,CS,"Building a REST API for campaigning for environmental causes,Creating an app for plotting election strategies,Building a REST API for teaching philosophy,Building a REST API for making trains run on time,Creating a web interface for singing parody songs,Building a REST API for spreading philosophy,Creating a web interface for singing parody songs,Building a service to help keeping a diary,Building a service to help winning battles,Creating an app for directing action movies"
88918617,Walton,Stout,CS,"Creating an app for directing action movies,Building a service to help plotting strategies,Creating a web interface for playing rock music,Building a REST API for transcending physical limits,Building a REST API for transcending physical limits,Creating a web interface for making dunk shots,Building a service to help proving math theorems,Building a service to help starring in action movies,Building a REST API for giving investment advice,Creating a web interface for promoting open-source software"
63201649,Ivy,Becker,DS,"Creating an app for wooing potential brides,Building a service to help collecting stamps,Creating a web interface for talking to mirrors,Building a service to help falling gracefully,Building a service to help pretending to fight,Creating a web interface for cursing at kitchen staff,Creating a web interface for cheating at golf ,Building a service to help falling gracefully,Creating a web interface for studying science,Building a REST API for eating donuts"
67937030,Cleo,Robles,DS,"Creating an app for singing reggae songs,Building a service to help starring in action movies,Building a REST API for being a good neighbor,Building a REST API for devising evil schemes,Building a service to help running a bureaucracy,Building a service to help starring in action movies,Creating an app for chasing criminals,Building a REST API for campaigning for environmental causes,Creating a web interface for growing up poor,Building a service to help making movies"
89938101,Clara,Murillo,CS,"Building a REST API for campaigning for environmental causes,Building a service to help plotting strategies,Creating a web interface for competing in the Olympics,Building a service to help writing modern poetry,Building a REST API for escaping from handcuffs,Building a REST API for singing pop songs,Building a service to help writing poetry,Building a REST API for singing pop songs,Building a service to help making movies,Creating an app for racing fast cars"
77482890,Laurel,Owens,CS,"Building a service to help hunting raccoons,Building a service to help planning orgies,Creating a web interface for managing hedge funds,Building a service to help pretending to fight,Building a service to help making movies,Building a service to help plotting strategies,Creating an app for giving investment advice,Building a service to help racing fast cars,Building a service to help making movies,Building a REST API for making billions"
49364119,Jan,Jennings,CS,"Building a service to help competing in the Olympics,Creating a web interface for competing in athletic events,Creating an app for writing horror stories,Building a service to help making unauthorized sex tapes,Creating an app for promoting Buddhism,Creating an app for developing military strategies,Creating an app for avoiding taxes,Building a service to help promoting circus attractions,Building a REST API for winning gold medals,Building a service to help cracking the whip"
52280665,Hyman,Lewis,CS,"Creating a web interface for searching for a new world,Creating a web interface for hunting raccoons,Creating a web interface for competing in the Olympics,Building a service to help writing cook books,Building a REST API for winning gold medals,Building a service to help promoting conservative values,Building a service to help cracking the whip,Building a REST API for singing jazz songs,Building a service to help tending the garden,Creating an app for racing fast cars"
14088108,Emmanuel,Maldonado,CS,"Building a service to help starring in action movies,Building a REST API for competing in athletic events,Creating a web interface for singing melancholy songs,Building a REST API for writing crime stories,Creating an app for peacocking in fancy clothes,Building a REST API for running a media empire,Creating a web interface for making suspense movies,Creating a web interface for building houses for poor people,Building a REST API for cracking the whip,Creating a web interface for managing hedge funds"
55602502,Kristie,Glass,DS,"Building a REST API for offering bad advice,Building a REST API for being a good neighbor,Building a service to help plotting strategies,Building a service to help terrorizing sleepers,Building a service to help terrorizing sleepers,Building a REST API for wielding political power,Creating a web interface for spying on girls,Building a REST API for making escape plans,Creating a web interface for growing up poor,Building a REST API for looking after children"
18101821,Kermit,Valentine,DS,"Creating a web interface for making suspense movies,Creating an app for wooing potential brides,Creating a web interface for devising evil schemes,Building a service to help building an army,Building a REST API for making escape plans,Building a REST API for playing baseball,Building a REST API for wielding political power,Creating an app for defending the weak,Creating an app for avoiding taxes,Building a service to help building an army"
27117169,Vanessa,Oconnell,DS,"Building a REST API for making billions,Building a service to help cracking the whip,Building a REST API for playing baseball,Building a REST API for punishing criminals,Creating an app for defending the weak,Creating an app for chasing criminals,Building a REST API for collecting pirate booty,Building a service to help plotting strategies,Building a REST API for studying magic tricks,Creating a web interface for devising evil schemes"
30306246,Nola,Dillon,CS,"Building a service to help writing modern poetry,Building a REST API for running a media empire,Building a REST API for searching for the messiah,Building a service to help writing poetry,Creating an app for riding a bicycle,Creating a web interface for starring in romantic comedies,Creating an app for directing action movies,Creating an app for scandalizing polite society,Building a REST API for singing pop songs,Building a REST API for promoting democracy"
83427121,Lavonne,Mccarthy,CS,"Building a REST API for singing jazz songs,Creating an app for coasting on past glories,Creating an app for entertaining teenagers,Creating a web interface for singing jazz songs,Creating an app for promoting liberalism,Building a REST API for writing modern poetry,Creating a web interface for singing parody songs,Creating a web interface for making suspense movies,Creating an app for entertaining teenagers,Creating an app for promoting open-source software"
11802925,Terrell,Estrada,DS,"Building a REST API for trimming bushes,Building a REST API for working with nuclear materials,Building a service to help starring in action movies,Building a REST API for growing up poor,Creating a web interface for plotting criminal schemes,Building a service to help cooking the books,Creating an app for entertaining teenagers,Building a REST API for studying magic tricks,Creating a web interface for cursing at kitchen staff,Building a REST API for singing pop songs"
63718987,Rosemary,Armstrong,CS,"Creating a web interface for running a bureaucracy,Building a service to help writing modern poetry,Building a service to help keeping a diary,Building a service to help starring in action movies,Creating an app for writing modern fiction,Building a service to help tending the garden,Building a service to help plotting strategies,Building a REST API for extracting Radium from pitchblend,Building a service to help racing fast cars,Building a service to help ruling over subjects"
17323858,Eva,Marshall,CS,"Building a REST API for singing pop songs,Building a REST API for starring in romantic comedies,Building a REST API for promoting democracy,Building a REST API for racing fast cars,Building a service to help making unauthorized sex tapes,Creating an app for promoting Buddhism,Building a REST API for winning gold medals,Building a service to help promoting circus attractions,Building a service to help promoting conservative values,Creating an app for promoting open-source software"
13684187,Mari,Murphy,CS,"Building a REST API for escaping from handcuffs,Creating an app for starring in reality TV shows,Building a service to help running a new-age website,Creating an app for singing punk rock songs,Building a REST API for promoting democracy,Building a service to help running a new-age website,Creating an app for smoking herb,Building a service to help making movies,Building a service to help pretending to fight,Creating an app for scandalizing polite society"
80077746,Bobbie,Allen,DS,"Building a service to help pretending to fight,Creating an app for losing control,Creating a web interface for crushing dissent,Creating a web interface for devising evil schemes,Building a REST API for cross-dressing in women's clothes,Building a REST API for starring in romantic comedies,Building a REST API for trimming bushes,Building a service to help rescuing hostages,Building a service to help promoting hair products,Building a REST API for looking after children"
79394180,Felipe,Compton,DS,"Building a REST API for competing in athletic events,Building a service to help promoting circus attractions,Building a service to help making escape plans,Building a REST API for growing up poor,Building a REST API for campaigning for environmental causes,Building a service to help tending the garden,Building a service to help collecting stamps,Building a REST API for singing pop songs,Building a REST API for studying magic tricks,Building a REST API for campaigning for environmental causes"
40961582,Noel,Rosario,CS,"Creating a web interface for starring in Hollywood movies,Creating an app for posing for photographs,Creating an app for developing military strategies,Building a REST API for singing jazz songs,Building a service to help making unauthorized sex tapes,Creating an app for promoting liberalism,Building a REST API for promoting democracy,Creating a web interface for starring in romantic comedies,Building a REST API for escaping from handcuffs,Building a REST API for  launching foreign wars"
72044145,Esmeralda,Adams,CS,"Creating an app for singing punk rock songs,Creating a web interface for building houses for poor people,Creating a web interface for cursing at kitchen staff,Creating an app for writing modern fiction,Building a REST API for escaping from handcuffs,Building a service to help winning battles,Creating an app for promoting open-source software,Building a service to help plotting strategies,Creating an app for entertaining teenagers,Creating a web interface for barking orders at subordinates"
35901805,Liza,Hunter,CS,"Building a service to help running a crime family,Building a REST API for winning gold medals,Creating a web interface for exploring the new world,Creating a web interface for organizing mass suicides ,Creating an app for starring in reality TV shows,Building a REST API for watching TV,Creating an app for racing fast cars,Building a service to help cooking fancy food,Building a service to help tending the garden,Building a REST API for watching TV"
51415790,Shelia,Leonard,DS,"Building a service to help rescuing hostages,Creating an app for worrying about life,Building a REST API for making condescending remarks,Creating an app for wooing potential brides,Building a REST API for collecting pirate booty,Creating a web interface for making suspense movies,Building a REST API for playing baseball,Building a REST API for competing in athletic events,Building a REST API for writing crime stories,Building a service to help running a bureaucracy"
36277440,Nestor,Nelson,CS,"Building a service to help coining sparkling witticisms,Creating an app for writing horror stories,Building a service to help racing fast cars,Creating an app for directing action movies,Creating an app for spreading philosophy,Creating a web interface for singing parody songs,Building a REST API for writing crime stories,Creating an app for avoiding taxes,Creating a web interface for running a new-age website,Creating an app for promoting open-source software"
41055751,Jamison,Mcbride,CS,"Building a service to help ruling over subjects,Building a service to help winning battles,Building a service to help competing in the Olympics,Creating a web interface for running a bureaucracy,Creating a web interface for escaping from water tanks,Building a service to help planning orgies,Building a REST API for singing parody songs,Creating an app for singing punk rock songs,Building a REST API for giving investment advice,Creating an app for racing fast cars"
88386545,Ethel,Duke,CS,"Building a REST API for singing pop songs,Creating an app for promoting open-source software,Creating a web interface for barking orders at subordinates,Creating an app for peacocking in fancy clothes,Building a service to help deep-frying chicken,Creating a web interface for promoting open-source software,Building a REST API for barking orders at subordinates,Creating a web interface for making suspense movies,Creating a web interface for building houses for poor people,Creating an app for avoiding taxes"
53759225,Denise,Rose,DS,"Building a REST API for offering bad advice,Creating an app for slashing victims,Building a service to help cooking chrystal meth,Building a service to help pretending to fight,Building a REST API for playing baseball,Creating a web interface for worrying about life,Building a service to help foiling the schemes of evil villains,Creating a web interface for looking after mother,Building a service to help falling gracefully,Building a REST API for cross-dressing in women's clothes"
45849760,Natasha,Dean,CS,"Creating an app for developing military strategies,Building a REST API for teaching philosophy,Creating a web interface for singing melancholy songs,Creating an app for racking up marriages,Building a service to help cracking the whip,Creating a web interface for singing parody songs,Building a REST API for singing rock songs,Creating a web interface for promoting open-source software,Creating an app for directing action movies,Building a REST API for singing parody songs"
85913211,Delia,Huber,DS,"Building a REST API for eating donuts,Building a service to help terrorizing sleepers,Building a REST API for cross-dressing in women's clothes,Creating an app for teaching martial arts,Creating an app for defending the weak,Creating an app for wooing potential brides,Creating a web interface for cheating at golf ,Creating a web interface for making suspense movies,Building a REST API for playing baseball,Creating a web interface for looking after mother"
22899968,Truman,Fry,CS,"Building a service to help cracking the whip,Creating a web interface for singing melancholy songs,Building a REST API for campaigning for environmental causes,Creating an app for avoiding taxes,Creating a web interface for singing melancholy songs,Creating a web interface for promoting Buddhism,Building a service to help surviving fatwas,Building a service to help racing fast cars,Creating an app for racking up marriages,Building a REST API for barking orders at subordinates"
16045273,Hai,Mcmillan,DS,"Creating a web interface for surviving in the 25th century,Building a service to help promoting hair products,Building a service to help keeping a diary,Creating an app for avoiding taxes,Building a REST API for trimming bushes,Building a service to help eating donuts,Creating a web interface for making suspense movies,Building a REST API for playing baseball,Building a REST API for looking for love,Building a REST API for searching for the messiah"
82360180,Twila,Holder,CS,"Creating an app for avoiding taxes,Building a service to help running a crime family,Building a REST API for singing parody songs,Building a service to help racing fast cars,Building a REST API for writing crime stories,Building a REST API for singing jazz songs,Building a REST API for singing jazz songs,Building a service to help running a business empire,Building a service to help running a new-age website,Creating a web interface for singing parody songs"
79035617,Stephanie,King,DS,"Creating an app for being a good neighbor,Building a service to help promoting hair products,Creating an app for trimming bushes,Building a REST API for making escape plans,Building a service to help keeping a diary,Building a service to help running a bureaucracy,Building a service to help planning orgies,Creating an app for developing military strategies,Building a REST API for trimming bushes,Building a service to help tending the garden"
81466719,Rick,Lester,DS,"Building a service to help rescuing hostages,Creating an app for plotting election strategies,Building a service to help eluding imperial storm-troopers,Building a service to help studying science,Building a REST API for starring in romantic comedies,Building a service to help collecting stamps,Creating an app for crooning love songs,Creating an app for developing military strategies,Building a REST API for looking after children,Creating a web interface for surviving in the 25th century"
